

** [etri] Launch Training on 20230610_1522
{
  "HOST": "etri",
  "SAVE": true,
  "github_log": true,
  "architecture": "DLV3+",
  "baseModel": "ResNet50",
  "modelSize": [
    512,
    512
  ],
  "initialWeight": [
    null,
    null
  ],
  "num_epochs": 500,
  "resume": false,
  "prevEPOCH": 172,
  "resumeWeight": "./model_weights/ResNet50/20230605_1912_DLV3PP_ResNet50_BEST_AUG/variables/variables",
  "augmentation": true,
  "temperature_shift": 5,
  "Flag": true,
  "p": 0.4,
  "acc_thresh": 0.5,
  "batch_size": 30,
  "lr_scheduling": true,
  "lr": 0.005408663768321276,
  "decay_steps": 1.0,
  "train_annotation": "./Annotations/train_base_db_20230523.txt",
  "eval_annotation": "./Annotations/eval_base_db_20230523.txt",
  "exp_comment": "* Augmentation Reinforced\n  - Image Blur Feature Added \n  - Sub Comments Line2\n",
  "isCompleted": false,
  "config": "./Config/TRAIN_DLV3.yaml"
}
@20230611_0200 [EP 77/500] took: 0h:8m:16s, ETA: 2d:10h:16m:48s [TRAIN] loss: 0.0361, accu-50: 96.40%, iou: 93.05%, f1: 96.39% 810.82ms [EVAL] [138/138 step] loss: 0.0723, accu-50: 95.09%, iou: 86.54%, f1: 92.77%, 226.51ms
@20230611_0208 [EP 78/500] took: 0h:8m:16s, ETA: 2d:10h:8m:32s [TRAIN] loss: 0.0363, accu-50: 96.35%, iou: 93.01%, f1: 96.37% 810.69ms [EVAL] [138/138 step] loss: 0.0679, accu-50: 96.49%, iou: 87.30%, f1: 93.21%, 226.71ms
@20230611_0216 [EP 79/500] took: 0h:8m:15s, ETA: 2d:9h:53m:15s [TRAIN] loss: 0.0357, accu-50: 96.42%, iou: 93.12%, f1: 96.43% 810.48ms [EVAL] [138/138 step] loss: 0.0577, accu-50: 94.43%, iou: 89.10%, f1: 94.23%, 226.22ms
@20230611_0225 [EP 80/500] took: 0h:8m:15s, ETA: 2d:9h:45m:0s [TRAIN] loss: 0.0355, accu-50: 96.41%, iou: 93.15%, f1: 96.45% 810.74ms [EVAL] [138/138 step] loss: 0.0690, accu-50: 96.67%, iou: 87.11%, f1: 93.10%, 226.68ms
@20230611_0233 [EP 81/500] took: 0h:8m:15s, ETA: 2d:9h:36m:45s [TRAIN] loss: 0.0355, accu-50: 96.45%, iou: 93.16%, f1: 96.45% 810.57ms [EVAL] [138/138 step] loss: 0.0970, accu-50: 93.13%, iou: 82.44%, f1: 90.30%, 226.62ms
@20230611_0241 [EP 82/500] took: 0h:8m:15s, ETA: 2d:9h:28m:30s [TRAIN] loss: 0.0353, accu-50: 96.47%, iou: 93.20%, f1: 96.47% 810.70ms [EVAL] [138/138 step] loss: 0.0806, accu-50: 89.46%, iou: 85.13%, f1: 91.94%, 226.69ms
@20230611_0249 [EP 83/500] took: 0h:8m:15s, ETA: 2d:9h:20m:15s [TRAIN] loss: 0.0355, accu-50: 96.43%, iou: 93.16%, f1: 96.45% 810.88ms [EVAL] [138/138 step] loss: 0.0968, accu-50: 95.22%, iou: 82.40%, f1: 90.32%, 226.54ms
@20230611_0257 [EP 84/500] took: 0h:8m:15s, ETA: 2d:9h:12m:0s [TRAIN] loss: 0.0351, accu-50: 96.53%, iou: 93.23%, f1: 96.49% 810.80ms [EVAL] [138/138 step] loss: 0.0647, accu-50: 92.50%, iou: 87.86%, f1: 93.53%, 226.52ms
@20230611_0305 [EP 85/500] took: 0h:8m:15s, ETA: 2d:9h:3m:45s [TRAIN] loss: 0.0350, accu-50: 96.49%, iou: 93.24%, f1: 96.50% 810.74ms [EVAL] [138/138 step] loss: 0.0724, accu-50: 95.46%, iou: 86.51%, f1: 92.76%, 226.64ms
@20230611_0314 [EP 86/500] took: 0h:8m:15s, ETA: 2d:8h:55m:30s [TRAIN] loss: 0.0348, accu-50: 96.54%, iou: 93.29%, f1: 96.52% 810.70ms [EVAL] [138/138 step] loss: 0.0613, accu-50: 96.11%, iou: 88.48%, f1: 93.87%, 226.48ms
@20230611_0322 [EP 87/500] took: 0h:8m:15s, ETA: 2d:8h:47m:15s [TRAIN] loss: 0.0346, accu-50: 96.54%, iou: 93.32%, f1: 96.54% 810.74ms [EVAL] [138/138 step] loss: 0.0561, accu-50: 95.80%, iou: 89.39%, f1: 94.39%, 226.79ms
@20230611_0330 [EP 88/500] took: 0h:8m:15s, ETA: 2d:8h:39m:0s [TRAIN] loss: 0.0350, accu-50: 96.50%, iou: 93.25%, f1: 96.50% 810.80ms [EVAL] [138/138 step] loss: 0.0578, accu-50: 94.10%, iou: 89.08%, f1: 94.22%, 226.56ms
@20230611_0338 [EP 89/500] took: 0h:8m:15s, ETA: 2d:8h:30m:45s [TRAIN] loss: 0.0348, accu-50: 96.53%, iou: 93.28%, f1: 96.52% 810.74ms [EVAL] [138/138 step] loss: 0.0596, accu-50: 96.30%, iou: 88.78%, f1: 94.04%, 226.46ms
@20230611_0346 [EP 90/500] took: 0h:8m:15s, ETA: 2d:8h:22m:30s [TRAIN] loss: 0.0348, accu-50: 96.50%, iou: 93.29%, f1: 96.52% 811.03ms [EVAL] [138/138 step] loss: 0.0679, accu-50: 92.55%, iou: 87.30%, f1: 93.21%, 226.27ms
@20230611_0354 [EP 91/500] took: 0h:8m:14s, ETA: 2d:8h:7m:26s [TRAIN] loss: 0.0343, accu-50: 96.59%, iou: 93.37%, f1: 96.57% 810.77ms [EVAL] [138/138 step] loss: 0.0576, accu-50: 95.73%, iou: 89.12%, f1: 94.24%, 226.32ms
@20230611_0402 [EP 92/500] took: 0h:8m:14s, ETA: 2d:7h:59m:12s [TRAIN] loss: 0.0342, accu-50: 96.57%, iou: 93.39%, f1: 96.58% 810.99ms [EVAL] [138/138 step] loss: 0.0711, accu-50: 89.24%, iou: 86.74%, f1: 92.89%, 226.88ms
@20230611_0411 [EP 93/500] took: 0h:8m:14s, ETA: 2d:7h:50m:58s [TRAIN] loss: 0.0340, accu-50: 96.60%, iou: 93.42%, f1: 96.60% 810.68ms [EVAL] [138/138 step] loss: 0.0841, accu-50: 95.72%, iou: 84.50%, f1: 91.59%, 226.47ms
@20230611_0419 [EP 94/500] took: 0h:8m:14s, ETA: 2d:7h:42m:44s [TRAIN] loss: 0.0343, accu-50: 96.58%, iou: 93.38%, f1: 96.57% 810.85ms [EVAL] [138/138 step] loss: 0.1254, accu-50: 94.29%, iou: 77.86%, f1: 87.46%, 226.61ms
@20230611_0427 [EP 95/500] took: 0h:8m:14s, ETA: 2d:7h:34m:30s [TRAIN] loss: 0.0341, accu-50: 96.58%, iou: 93.41%, f1: 96.59% 810.62ms [EVAL] [138/138 step] loss: 0.0707, accu-50: 91.36%, iou: 86.82%, f1: 92.93%, 226.41ms
@20230611_0435 [EP 96/500] took: 0h:8m:14s, ETA: 2d:7h:26m:16s [TRAIN] loss: 0.0335, accu-50: 96.65%, iou: 93.52%, f1: 96.65% 810.69ms [EVAL] [138/138 step] loss: 0.0664, accu-50: 96.34%, iou: 87.56%, f1: 93.36%, 226.51ms
@20230611_0443 [EP 97/500] took: 0h:8m:14s, ETA: 2d:7h:18m:2s [TRAIN] loss: 0.0340, accu-50: 96.64%, iou: 93.43%, f1: 96.60% 810.50ms [EVAL] [138/138 step] loss: 0.0562, accu-50: 94.02%, iou: 89.38%, f1: 94.38%, 226.71ms
@20230611_0451 [EP 98/500] took: 0h:8m:14s, ETA: 2d:7h:9m:48s [TRAIN] loss: 0.0335, accu-50: 96.60%, iou: 93.52%, f1: 96.65% 810.96ms [EVAL] [138/138 step] loss: 0.0604, accu-50: 94.90%, iou: 88.61%, f1: 93.96%, 226.49ms
@20230611_0500 [EP 99/500] took: 0h:8m:14s, ETA: 2d:7h:1m:34s [TRAIN] loss: 0.0342, accu-50: 96.61%, iou: 93.39%, f1: 96.58% 810.90ms [EVAL] [138/138 step] loss: 0.3605, accu-50: 94.67%, iou: 47.35%, f1: 63.95%, 226.34ms
@20230611_0508 [EP 100/500] took: 0h:8m:14s, ETA: 2d:6h:53m:20s [TRAIN] loss: 0.0339, accu-50: 96.52%, iou: 93.44%, f1: 96.61% 810.59ms [EVAL] [138/138 step] loss: 0.0524, accu-50: 94.82%, iou: 90.06%, f1: 94.76%, 226.69ms
@20230611_0516 [EP 101/500] took: 0h:8m:14s, ETA: 2d:6h:45m:6s [TRAIN] loss: 0.0337, accu-50: 96.63%, iou: 93.48%, f1: 96.63% 810.77ms [EVAL] [138/138 step] loss: 0.0580, accu-50: 94.35%, iou: 89.05%, f1: 94.20%, 226.66ms
@20230611_0524 [EP 102/500] took: 0h:8m:14s, ETA: 2d:6h:36m:52s [TRAIN] loss: 0.0331, accu-50: 96.67%, iou: 93.60%, f1: 96.69% 810.53ms [EVAL] [138/138 step] loss: 0.0548, accu-50: 93.58%, iou: 89.63%, f1: 94.52%, 226.39ms
@20230611_0532 [EP 103/500] took: 0h:8m:14s, ETA: 2d:6h:28m:38s [TRAIN] loss: 0.0331, accu-50: 96.68%, iou: 93.61%, f1: 96.69% 810.58ms [EVAL] [138/138 step] loss: 0.0687, accu-50: 92.34%, iou: 87.17%, f1: 93.13%, 226.35ms
@20230611_0541 [EP 104/500] took: 0h:8m:14s, ETA: 2d:6h:20m:24s [TRAIN] loss: 0.0330, accu-50: 96.69%, iou: 93.62%, f1: 96.70% 810.79ms [EVAL] [138/138 step] loss: 0.0591, accu-50: 96.34%, iou: 88.85%, f1: 94.09%, 226.55ms
@20230611_0549 [EP 105/500] took: 0h:8m:14s, ETA: 2d:6h:12m:10s [TRAIN] loss: 0.0331, accu-50: 96.63%, iou: 93.60%, f1: 96.69% 810.93ms [EVAL] [138/138 step] loss: 0.0588, accu-50: 95.39%, iou: 88.91%, f1: 94.12%, 226.87ms
@20230611_0557 [EP 106/500] took: 0h:8m:14s, ETA: 2d:6h:3m:56s [TRAIN] loss: 0.0329, accu-50: 96.72%, iou: 93.63%, f1: 96.71% 810.70ms [EVAL] [138/138 step] loss: 0.0810, accu-50: 92.22%, iou: 85.05%, f1: 91.90%, 226.36ms
@20230611_0605 [EP 107/500] took: 0h:8m:14s, ETA: 2d:5h:55m:42s [TRAIN] loss: 0.0329, accu-50: 96.66%, iou: 93.63%, f1: 96.71% 810.61ms [EVAL] [138/138 step] loss: 0.0824, accu-50: 94.43%, iou: 84.84%, f1: 91.76%, 226.30ms
@20230611_0613 [EP 108/500] took: 0h:8m:14s, ETA: 2d:5h:47m:28s [TRAIN] loss: 0.0326, accu-50: 96.75%, iou: 93.69%, f1: 96.74% 810.59ms [EVAL] [138/138 step] loss: 0.0614, accu-50: 93.61%, iou: 88.44%, f1: 93.86%, 226.47ms
@20230611_0621 [EP 109/500] took: 0h:8m:13s, ETA: 2d:5h:32m:43s [TRAIN] loss: 0.0326, accu-50: 96.75%, iou: 93.69%, f1: 96.74% 810.68ms [EVAL] [138/138 step] loss: 0.1058, accu-50: 97.40%, iou: 80.90%, f1: 89.42%, 226.52ms
@20230611_0629 [EP 110/500] took: 0h:8m:13s, ETA: 2d:5h:24m:30s [TRAIN] loss: 0.0325, accu-50: 96.81%, iou: 93.72%, f1: 96.75% 810.81ms [EVAL] [138/138 step] loss: 0.0584, accu-50: 92.78%, iou: 88.98%, f1: 94.16%, 226.41ms
@20230611_0638 [EP 111/500] took: 0h:8m:13s, ETA: 2d:5h:16m:17s [TRAIN] loss: 0.0326, accu-50: 96.76%, iou: 93.69%, f1: 96.74% 810.77ms [EVAL] [138/138 step] loss: 0.0534, accu-50: 94.20%, iou: 89.88%, f1: 94.66%, 226.22ms
@20230611_0646 [EP 112/500] took: 0h:8m:13s, ETA: 2d:5h:8m:4s [TRAIN] loss: 0.0324, accu-50: 96.76%, iou: 93.73%, f1: 96.76% 810.64ms [EVAL] [138/138 step] loss: 0.0608, accu-50: 92.36%, iou: 88.55%, f1: 93.92%, 226.49ms
@20230611_0654 [EP 113/500] took: 0h:8m:13s, ETA: 2d:4h:59m:51s [TRAIN] loss: 0.0321, accu-50: 96.82%, iou: 93.78%, f1: 96.79% 810.80ms [EVAL] [138/138 step] loss: 0.5167, accu-50: 98.25%, iou: 32.30%, f1: 48.33%, 226.31ms
@20230611_0702 [EP 114/500] took: 0h:8m:13s, ETA: 2d:4h:51m:38s [TRAIN] loss: 0.0322, accu-50: 96.82%, iou: 93.76%, f1: 96.78% 810.71ms [EVAL] [138/138 step] loss: 0.0600, accu-50: 93.95%, iou: 88.69%, f1: 94.00%, 226.54ms
@20230611_0710 [EP 115/500] took: 0h:8m:13s, ETA: 2d:4h:43m:25s [TRAIN] loss: 0.0322, accu-50: 96.76%, iou: 93.77%, f1: 96.78% 810.68ms [EVAL] [138/138 step] loss: 0.0561, accu-50: 93.46%, iou: 89.39%, f1: 94.39%, 226.49ms
@20230611_0718 [EP 116/500] took: 0h:8m:13s, ETA: 2d:4h:35m:12s [TRAIN] loss: 0.0318, accu-50: 96.84%, iou: 93.83%, f1: 96.82% 810.85ms [EVAL] [138/138 step] loss: 0.1232, accu-50: 95.51%, iou: 78.15%, f1: 87.68%, 226.15ms
@20230611_0727 [EP 117/500] took: 0h:8m:13s, ETA: 2d:4h:26m:59s [TRAIN] loss: 0.0320, accu-50: 96.79%, iou: 93.80%, f1: 96.80% 810.80ms [EVAL] [138/138 step] loss: 0.0530, accu-50: 96.31%, iou: 89.95%, f1: 94.70%, 226.39ms
@20230611_0735 [EP 118/500] took: 0h:8m:13s, ETA: 2d:4h:18m:46s [TRAIN] loss: 0.0318, accu-50: 96.85%, iou: 93.84%, f1: 96.82% 810.38ms [EVAL] [138/138 step] loss: 0.0511, accu-50: 94.21%, iou: 90.29%, f1: 94.89%, 226.41ms
@20230611_0743 [EP 119/500] took: 0h:8m:13s, ETA: 2d:4h:10m:33s [TRAIN] loss: 0.0320, accu-50: 96.83%, iou: 93.81%, f1: 96.80% 810.80ms [EVAL] [138/138 step] loss: 0.0649, accu-50: 95.01%, iou: 87.84%, f1: 93.51%, 226.53ms
@20230611_0751 [EP 120/500] took: 0h:8m:13s, ETA: 2d:4h:2m:20s [TRAIN] loss: 0.0315, accu-50: 96.84%, iou: 93.90%, f1: 96.85% 810.53ms [EVAL] [138/138 step] loss: 0.0581, accu-50: 94.48%, iou: 89.04%, f1: 94.19%, 226.77ms
@20230611_0759 [EP 121/500] took: 0h:8m:13s, ETA: 2d:3h:54m:7s [TRAIN] loss: 0.0316, accu-50: 96.81%, iou: 93.89%, f1: 96.84% 810.44ms [EVAL] [138/138 step] loss: 0.1417, accu-50: 96.42%, iou: 75.33%, f1: 85.83%, 226.59ms
@20230611_0808 [EP 122/500] took: 0h:8m:13s, ETA: 2d:3h:45m:54s [TRAIN] loss: 0.0316, accu-50: 96.81%, iou: 93.88%, f1: 96.84% 810.45ms [EVAL] [138/138 step] loss: 0.3796, accu-50: 97.61%, iou: 45.41%, f1: 62.04%, 226.32ms
@20230611_0816 [EP 123/500] took: 0h:8m:13s, ETA: 2d:3h:37m:41s [TRAIN] loss: 0.0313, accu-50: 96.86%, iou: 93.94%, f1: 96.87% 810.86ms [EVAL] [138/138 step] loss: 0.0512, accu-50: 95.75%, iou: 90.28%, f1: 94.88%, 226.65ms
@20230611_0824 [EP 124/500] took: 0h:8m:13s, ETA: 2d:3h:29m:28s [TRAIN] loss: 0.0316, accu-50: 96.82%, iou: 93.88%, f1: 96.84% 810.88ms [EVAL] [138/138 step] loss: 0.0794, accu-50: 89.70%, iou: 85.32%, f1: 92.06%, 226.64ms
@20230611_0832 [EP 125/500] took: 0h:8m:13s, ETA: 2d:3h:21m:15s [TRAIN] loss: 0.0314, accu-50: 96.82%, iou: 93.91%, f1: 96.86% 810.43ms [EVAL] [138/138 step] loss: 0.0655, accu-50: 95.83%, iou: 87.72%, f1: 93.45%, 226.50ms
@20230611_0840 [EP 126/500] took: 0h:8m:13s, ETA: 2d:3h:13m:2s [TRAIN] loss: 0.0315, accu-50: 96.79%, iou: 93.90%, f1: 96.85% 810.62ms [EVAL] [138/138 step] loss: 0.0557, accu-50: 95.29%, iou: 89.46%, f1: 94.43%, 226.18ms
@20230611_0848 [EP 127/500] took: 0h:8m:13s, ETA: 2d:3h:4m:49s [TRAIN] loss: 0.0311, accu-50: 96.85%, iou: 93.97%, f1: 96.89% 810.57ms [EVAL] [138/138 step] loss: 0.0584, accu-50: 95.36%, iou: 88.98%, f1: 94.16%, 226.64ms
@20230611_0857 [EP 128/500] took: 0h:8m:13s, ETA: 2d:2h:56m:36s [TRAIN] loss: 0.0312, accu-50: 96.87%, iou: 93.96%, f1: 96.88% 810.54ms [EVAL] [138/138 step] loss: 0.0871, accu-50: 92.32%, iou: 84.02%, f1: 91.29%, 226.63ms
@20230611_0905 [EP 129/500] took: 0h:8m:13s, ETA: 2d:2h:48m:23s [TRAIN] loss: 0.0312, accu-50: 96.86%, iou: 93.96%, f1: 96.88% 810.63ms [EVAL] [138/138 step] loss: 0.0555, accu-50: 93.02%, iou: 89.50%, f1: 94.45%, 226.47ms
@20230611_0913 [EP 130/500] took: 0h:8m:13s, ETA: 2d:2h:40m:10s [TRAIN] loss: 0.0311, accu-50: 96.87%, iou: 93.97%, f1: 96.89% 810.50ms [EVAL] [138/138 step] loss: 0.0859, accu-50: 95.86%, iou: 84.21%, f1: 91.41%, 226.38ms
@20230611_0921 [EP 131/500] took: 0h:8m:13s, ETA: 2d:2h:31m:57s [TRAIN] loss: 0.0309, accu-50: 96.89%, iou: 94.01%, f1: 96.91% 810.65ms [EVAL] [138/138 step] loss: 0.0477, accu-50: 95.88%, iou: 90.90%, f1: 95.23%, 226.41ms
@20230611_0929 [EP 132/500] took: 0h:8m:13s, ETA: 2d:2h:23m:44s [TRAIN] loss: 0.0307, accu-50: 96.90%, iou: 94.04%, f1: 96.93% 810.71ms [EVAL] [138/138 step] loss: 0.0847, accu-50: 92.17%, iou: 84.41%, f1: 91.53%, 226.67ms
@20230611_0937 [EP 133/500] took: 0h:8m:13s, ETA: 2d:2h:15m:31s [TRAIN] loss: 0.0307, accu-50: 96.93%, iou: 94.05%, f1: 96.93% 810.79ms [EVAL] [138/138 step] loss: 0.0740, accu-50: 95.84%, iou: 86.25%, f1: 92.60%, 226.01ms
@20230611_0946 [EP 134/500] took: 0h:8m:13s, ETA: 2d:2h:7m:18s [TRAIN] loss: 0.0306, accu-50: 96.96%, iou: 94.06%, f1: 96.94% 810.76ms [EVAL] [138/138 step] loss: 0.0634, accu-50: 92.56%, iou: 88.10%, f1: 93.66%, 226.46ms
@20230611_0954 [EP 135/500] took: 0h:8m:13s, ETA: 2d:1h:59m:5s [TRAIN] loss: 0.0306, accu-50: 96.95%, iou: 94.06%, f1: 96.94% 810.39ms [EVAL] [138/138 step] loss: 0.0582, accu-50: 94.79%, iou: 89.02%, f1: 94.18%, 226.27ms
@20230611_1002 [EP 136/500] took: 0h:8m:13s, ETA: 2d:1h:50m:52s [TRAIN] loss: 0.0308, accu-50: 96.98%, iou: 94.03%, f1: 96.92% 810.53ms [EVAL] [138/138 step] loss: 0.0649, accu-50: 96.54%, iou: 87.84%, f1: 93.51%, 226.43ms
@20230611_1010 [EP 137/500] took: 0h:8m:13s, ETA: 2d:1h:42m:39s [TRAIN] loss: 0.0306, accu-50: 96.94%, iou: 94.06%, f1: 96.94% 810.70ms [EVAL] [138/138 step] loss: 0.1410, accu-50: 95.86%, iou: 75.44%, f1: 85.90%, 226.47ms
@20230611_1018 [EP 138/500] took: 0h:8m:12s, ETA: 2d:1h:28m:24s [TRAIN] loss: 0.0303, accu-50: 96.94%, iou: 94.12%, f1: 96.97% 810.67ms [EVAL] [138/138 step] loss: 0.0628, accu-50: 91.21%, iou: 88.20%, f1: 93.72%, 226.34ms
@20230611_1026 [EP 139/500] took: 0h:8m:12s, ETA: 2d:1h:20m:12s [TRAIN] loss: 0.0304, accu-50: 96.95%, iou: 94.11%, f1: 96.96% 811.13ms [EVAL] [138/138 step] loss: 0.0654, accu-50: 95.99%, iou: 87.75%, f1: 93.46%, 226.59ms
@20230611_1035 [EP 140/500] took: 0h:8m:12s, ETA: 2d:1h:12m:0s [TRAIN] loss: 0.0303, accu-50: 96.90%, iou: 94.12%, f1: 96.97% 810.70ms [EVAL] [138/138 step] loss: 0.2278, accu-50: 97.22%, iou: 63.19%, f1: 77.22%, 226.21ms
@20230611_1043 [EP 141/500] took: 0h:8m:12s, ETA: 2d:1h:3m:48s [TRAIN] loss: 0.0301, accu-50: 96.97%, iou: 94.17%, f1: 96.99% 810.76ms [EVAL] [138/138 step] loss: 0.0540, accu-50: 95.54%, iou: 89.77%, f1: 94.60%, 226.51ms
@20230611_1051 [EP 142/500] took: 0h:8m:12s, ETA: 2d:0h:55m:36s [TRAIN] loss: 0.0302, accu-50: 96.93%, iou: 94.14%, f1: 96.98% 811.03ms [EVAL] [138/138 step] loss: 0.2900, accu-50: 98.25%, iou: 55.39%, f1: 71.00%, 226.11ms
@20230611_1059 [EP 143/500] took: 0h:8m:12s, ETA: 2d:0h:47m:24s [TRAIN] loss: 0.0301, accu-50: 96.96%, iou: 94.15%, f1: 96.99% 810.76ms [EVAL] [138/138 step] loss: 0.0725, accu-50: 94.33%, iou: 86.51%, f1: 92.75%, 226.13ms
@20230611_1107 [EP 144/500] took: 0h:8m:12s, ETA: 2d:0h:39m:12s [TRAIN] loss: 0.0301, accu-50: 96.97%, iou: 94.17%, f1: 96.99% 810.79ms [EVAL] [138/138 step] loss: 0.0848, accu-50: 96.34%, iou: 84.41%, f1: 91.52%, 226.46ms
@20230611_1115 [EP 145/500] took: 0h:8m:12s, ETA: 2d:0h:31m:0s [TRAIN] loss: 0.0300, accu-50: 96.96%, iou: 94.19%, f1: 97.00% 810.96ms [EVAL] [138/138 step] loss: 0.2328, accu-50: 97.29%, iou: 62.51%, f1: 76.72%, 226.36ms
@20230611_1124 [EP 146/500] took: 0h:8m:12s, ETA: 2d:0h:22m:48s [TRAIN] loss: 0.0300, accu-50: 96.97%, iou: 94.19%, f1: 97.00% 810.96ms [EVAL] [138/138 step] loss: 0.0500, accu-50: 94.39%, iou: 90.49%, f1: 95.00%, 226.46ms
@20230611_1132 [EP 147/500] took: 0h:8m:12s, ETA: 2d:0h:14m:36s [TRAIN] loss: 0.0299, accu-50: 96.96%, iou: 94.20%, f1: 97.01% 810.90ms [EVAL] [138/138 step] loss: 0.0539, accu-50: 93.66%, iou: 89.79%, f1: 94.61%, 226.24ms
@20230611_1140 [EP 148/500] took: 0h:8m:12s, ETA: 2d:0h:6m:24s [TRAIN] loss: 0.0299, accu-50: 97.02%, iou: 94.21%, f1: 97.01% 810.91ms [EVAL] [138/138 step] loss: 0.0676, accu-50: 94.77%, iou: 87.36%, f1: 93.24%, 226.41ms
@20230611_1148 [EP 149/500] took: 0h:8m:12s, ETA: 1d:23h:58m:12s [TRAIN] loss: 0.0299, accu-50: 96.99%, iou: 94.20%, f1: 97.01% 811.12ms [EVAL] [138/138 step] loss: 0.0572, accu-50: 92.88%, iou: 89.20%, f1: 94.28%, 226.43ms
@20230611_1156 [EP 150/500] took: 0h:8m:12s, ETA: 1d:23h:50m:0s [TRAIN] loss: 0.0299, accu-50: 96.98%, iou: 94.19%, f1: 97.01% 811.17ms [EVAL] [138/138 step] loss: 0.1507, accu-50: 97.72%, iou: 73.95%, f1: 84.93%, 226.25ms
@20230611_1204 [EP 151/500] took: 0h:8m:12s, ETA: 1d:23h:41m:48s [TRAIN] loss: 0.0298, accu-50: 96.99%, iou: 94.21%, f1: 97.02% 810.87ms [EVAL] [138/138 step] loss: 0.0578, accu-50: 93.57%, iou: 89.09%, f1: 94.22%, 226.79ms
@20230611_1213 [EP 152/500] took: 0h:8m:12s, ETA: 1d:23h:33m:36s [TRAIN] loss: 0.0299, accu-50: 96.99%, iou: 94.20%, f1: 97.01% 810.96ms [EVAL] [138/138 step] loss: 0.0522, accu-50: 95.79%, iou: 90.10%, f1: 94.78%, 226.44ms
@20230611_1221 [EP 153/500] took: 0h:8m:12s, ETA: 1d:23h:25m:24s [TRAIN] loss: 0.0297, accu-50: 97.01%, iou: 94.23%, f1: 97.03% 810.70ms [EVAL] [138/138 step] loss: 0.0556, accu-50: 92.65%, iou: 89.49%, f1: 94.44%, 226.54ms
@20230611_1229 [EP 154/500] took: 0h:8m:12s, ETA: 1d:23h:17m:12s [TRAIN] loss: 0.0297, accu-50: 97.01%, iou: 94.23%, f1: 97.03% 810.83ms [EVAL] [138/138 step] loss: 0.0630, accu-50: 95.45%, iou: 88.17%, f1: 93.70%, 226.59ms
@20230611_1237 [EP 155/500] took: 0h:8m:12s, ETA: 1d:23h:9m:0s [TRAIN] loss: 0.0296, accu-50: 97.03%, iou: 94.26%, f1: 97.04% 810.90ms [EVAL] [138/138 step] loss: 0.0509, accu-50: 95.14%, iou: 90.33%, f1: 94.91%, 226.21ms
@20230611_1245 [EP 156/500] took: 0h:8m:12s, ETA: 1d:23h:0m:48s [TRAIN] loss: 0.0294, accu-50: 97.04%, iou: 94.29%, f1: 97.06% 810.85ms [EVAL] [138/138 step] loss: 0.0755, accu-50: 95.25%, iou: 85.99%, f1: 92.45%, 226.52ms
@20230611_1253 [EP 157/500] took: 0h:8m:12s, ETA: 1d:22h:52m:36s [TRAIN] loss: 0.0294, accu-50: 97.04%, iou: 94.29%, f1: 97.06% 811.04ms [EVAL] [138/138 step] loss: 0.0946, accu-50: 96.65%, iou: 82.76%, f1: 90.54%, 226.36ms
@20230611_1301 [EP 158/500] took: 0h:8m:12s, ETA: 1d:22h:44m:24s [TRAIN] loss: 0.0292, accu-50: 97.09%, iou: 94.33%, f1: 97.08% 810.94ms [EVAL] [138/138 step] loss: 0.0541, accu-50: 96.04%, iou: 89.74%, f1: 94.59%, 226.49ms
@20230611_1310 [EP 159/500] took: 0h:8m:12s, ETA: 1d:22h:36m:12s [TRAIN] loss: 0.0291, accu-50: 97.07%, iou: 94.35%, f1: 97.09% 810.78ms [EVAL] [138/138 step] loss: 0.0513, accu-50: 96.12%, iou: 90.26%, f1: 94.87%, 226.00ms
@20230611_1318 [EP 160/500] took: 0h:8m:12s, ETA: 1d:22h:28m:0s [TRAIN] loss: 0.0292, accu-50: 97.07%, iou: 94.34%, f1: 97.08% 810.84ms [EVAL] [138/138 step] loss: 0.0520, accu-50: 94.33%, iou: 90.13%, f1: 94.80%, 226.20ms
@20230611_1326 [EP 161/500] took: 0h:8m:12s, ETA: 1d:22h:19m:48s [TRAIN] loss: 0.0292, accu-50: 97.09%, iou: 94.34%, f1: 97.08% 810.89ms [EVAL] [138/138 step] loss: 0.0954, accu-50: 95.71%, iou: 82.64%, f1: 90.46%, 226.77ms
@20230611_1334 [EP 162/500] took: 0h:8m:12s, ETA: 1d:22h:11m:36s [TRAIN] loss: 0.0292, accu-50: 97.08%, iou: 94.33%, f1: 97.08% 810.77ms [EVAL] [138/138 step] loss: 0.0561, accu-50: 94.83%, iou: 89.39%, f1: 94.39%, 226.46ms
@20230611_1342 [EP 163/500] took: 0h:8m:12s, ETA: 1d:22h:3m:24s [TRAIN] loss: 0.0291, accu-50: 97.06%, iou: 94.35%, f1: 97.09% 810.84ms [EVAL] [138/138 step] loss: 0.0770, accu-50: 95.04%, iou: 85.73%, f1: 92.30%, 226.66ms
@20230611_1350 [EP 164/500] took: 0h:8m:12s, ETA: 1d:21h:55m:12s [TRAIN] loss: 0.0290, accu-50: 97.10%, iou: 94.36%, f1: 97.10% 811.11ms [EVAL] [138/138 step] loss: 0.0491, accu-50: 95.66%, iou: 90.66%, f1: 95.09%, 226.62ms
